@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute jaw-1 numeric
@attribute outputs-1 numeric

@data
1137,'2022/05/10 14:59:54:398',4,23.07032,?
1138,'2022/05/10 14:59:54:421',4,22.979877,?
1139,'2022/05/10 14:59:54:448',4,22.887798,?
1140,'2022/05/10 14:59:54:469',4,23.15901,?
1141,'2022/05/10 14:59:54:508',4,23.146999,?
1142,'2022/05/10 14:59:54:541',4,23.129459,?
1143,'2022/05/10 14:59:54:573',4,23.088411,?
1144,'2022/05/10 14:59:54:630',4,23.130936,?
1145,'2022/05/10 14:59:54:653',4,23.161526,?
1146,'2022/05/10 14:59:54:693',4,23.102133,?
1147,'2022/05/10 14:59:54:720',4,23.117254,?
1148,'2022/05/10 14:59:54:742',4,23.188074,?
1149,'2022/05/10 14:59:54:774',4,23.031269,?
1150,'2022/05/10 14:59:54:809',4,22.867758,?
1151,'2022/05/10 14:59:54:843',4,22.795198,?
1152,'2022/05/10 14:59:54:875',4,22.864019,?
1153,'2022/05/10 14:59:54:920',4,22.781422,?
1154,'2022/05/10 14:59:54:950',4,22.746771,?
1155,'2022/05/10 14:59:54:993',4,22.77121,?
1156,'2022/05/10 14:59:55:015',4,22.815619,?
1157,'2022/05/10 14:59:55:059',4,22.784559,?
1158,'2022/05/10 14:59:55:082',4,22.671911,?
1159,'2022/05/10 14:59:55:108',4,22.650969,?
1160,'2022/05/10 14:59:55:142',4,22.716097,?
1161,'2022/05/10 14:59:55:174',4,22.718088,?
1162,'2022/05/10 14:59:55:207',4,22.607416,?
1163,'2022/05/10 14:59:55:254',4,22.605253,?
1164,'2022/05/10 14:59:55:284',4,22.80772,?
1165,'2022/05/10 14:59:55:311',4,22.610453,?
1166,'2022/05/10 14:59:55:367',4,22.55167,?
1167,'2022/05/10 14:59:55:401',4,22.572056,?
1168,'2022/05/10 14:59:55:433',4,22.572935,?
1169,'2022/05/10 14:59:55:457',4,22.509682,?
1170,'2022/05/10 14:59:55:486',4,22.681341,?
1171,'2022/05/10 14:59:55:520',4,22.643232,?
1172,'2022/05/10 14:59:55:552',4,22.507853,?
1173,'2022/05/10 14:59:55:579',4,22.251047,?
1174,'2022/05/10 14:59:55:618',4,22.510662,?
1175,'2022/05/10 14:59:55:653',4,22.70595,?
1176,'2022/05/10 14:59:55:687',4,22.448742,?
1177,'2022/05/10 14:59:55:732',4,22.419052,?
1178,'2022/05/10 14:59:55:767',4,22.290661,?
1179,'2022/05/10 14:59:55:794',4,22.360828,?
1180,'2022/05/10 14:59:55:824',4,22.429995,?
1181,'2022/05/10 14:59:55:857',4,22.671642,?
1182,'2022/05/10 14:59:55:891',4,22.554598,?
1183,'2022/05/10 14:59:55:924',4,22.501101,?
1184,'2022/05/10 14:59:55:956',4,22.664667,?
1185,'2022/05/10 14:59:55:988',4,22.390463,?
1186,'2022/05/10 14:59:56:021',4,22.506592,?
1187,'2022/05/10 14:59:56:042',4,22.484381,?
1188,'2022/05/10 14:59:56:092',4,22.38089,?
1189,'2022/05/10 14:59:56:125',4,22.230961,?
1190,'2022/05/10 14:59:56:170',4,22.419884,?
1191,'2022/05/10 14:59:56:193',4,22.452909,?
1192,'2022/05/10 14:59:56:218',4,22.353245,?
1193,'2022/05/10 14:59:56:270',4,22.405916,?
1194,'2022/05/10 14:59:56:298',4,22.407516,?
1195,'2022/05/10 14:59:56:321',4,22.329067,?
1196,'2022/05/10 14:59:56:355',4,22.406805,?
1197,'2022/05/10 14:59:56:387',4,22.417837,?
1198,'2022/05/10 14:59:56:418',4,22.341507,?
1199,'2022/05/10 14:59:56:467',4,22.346209,?
1200,'2022/05/10 14:59:56:501',4,22.444111,?
1201,'2022/05/10 14:59:56:525',4,22.351061,?
1202,'2022/05/10 14:59:56:561',4,22.395531,?
1203,'2022/05/10 14:59:56:582',4,22.313168,?
1204,'2022/05/10 14:59:56:626',4,22.501198,?
1205,'2022/05/10 14:59:56:660',4,22.470388,?
1206,'2022/05/10 14:59:56:694',4,22.521959,?
1207,'2022/05/10 14:59:56:727',4,22.646023,?
1208,'2022/05/10 14:59:56:750',4,22.663803,?
1209,'2022/05/10 14:59:56:777',4,22.715893,?
1210,'2022/05/10 14:59:56:838',4,22.871548,?
1211,'2022/05/10 14:59:56:859',4,22.841755,?
1212,'2022/05/10 14:59:56:897',4,22.71747,?
1213,'2022/05/10 14:59:56:920',4,22.940668,?
1214,'2022/05/10 14:59:56:960',4,22.932421,?
1215,'2022/05/10 14:59:56:993',4,22.715706,?
1216,'2022/05/10 14:59:57:017',4,22.738276,?
1217,'2022/05/10 14:59:57:063',4,22.671333,?
1218,'2022/05/10 14:59:57:098',4,22.68848,?
1219,'2022/05/10 14:59:57:128',4,22.642946,?
1220,'2022/05/10 14:59:57:150',4,22.777687,?
1221,'2022/05/10 14:59:57:203',4,22.835178,?
1222,'2022/05/10 14:59:57:229',4,22.820839,?
1223,'2022/05/10 14:59:57:259',4,22.836515,?
1224,'2022/05/10 14:59:57:293',4,22.789988,?
1225,'2022/05/10 14:59:57:326',4,22.92762,?
1226,'2022/05/10 14:59:57:359',4,22.956234,?
1227,'2022/05/10 14:59:57:386',4,22.933096,?
1228,'2022/05/10 14:59:57:427',4,22.998835,?
1229,'2022/05/10 14:59:57:460',4,22.987471,?
1230,'2022/05/10 14:59:57:486',4,22.993198,?
1231,'2022/05/10 14:59:57:517',4,23.001986,?
1232,'2022/05/10 14:59:57:562',4,22.960133,?
1233,'2022/05/10 14:59:57:595',4,22.95015,?
1234,'2022/05/10 14:59:57:626',4,22.877914,?
1235,'2022/05/10 14:59:57:660',4,22.842815,?
1236,'2022/05/10 14:59:57:695',4,22.830935,?
1237,'2022/05/10 14:59:57:718',4,22.876791,?
1238,'2022/05/10 14:59:57:760',4,22.869936,?
1239,'2022/05/10 14:59:57:793',4,22.722153,?
1240,'2022/05/10 14:59:57:815',4,22.851177,?
1241,'2022/05/10 14:59:57:867',4,22.892864,?
1242,'2022/05/10 14:59:57:897',4,22.984116,?
1243,'2022/05/10 14:59:57:938',4,23.092733,?
1244,'2022/05/10 14:59:57:965',4,23.056255,?
1245,'2022/06/01 16:19:56:074',5,23.114355,?
1246,'2022/06/01 16:19:56:095',5,23.10675,?
1247,'2022/06/01 16:19:56:121',5,23.138744,?
1248,'2022/06/01 16:19:56:152',5,23.125517,?
1249,'2022/06/01 16:19:56:189',5,23.109442,?
1250,'2022/06/01 16:19:56:223',5,23.186687,?
1251,'2022/06/01 16:19:56:256',5,23.258881,?
1252,'2022/06/01 16:19:56:306',5,23.282843,?
1253,'2022/06/01 16:19:56:338',5,23.219564,?
1254,'2022/06/01 16:19:56:359',5,23.20232,?
1255,'2022/06/01 16:19:56:405',5,23.111664,?
1256,'2022/06/01 16:19:56:427',5,23.258934,?
1257,'2022/06/01 16:19:56:474',5,23.153849,?
1258,'2022/06/01 16:19:56:494',5,23.13814,?
1259,'2022/06/01 16:19:56:520',5,23.195444,?
1260,'2022/06/01 16:19:56:553',5,23.18788,?
1261,'2022/06/01 16:19:56:588',5,23.221464,?
1262,'2022/06/01 16:19:56:622',5,23.207268,?
1263,'2022/06/01 16:19:56:672',5,23.294346,?
1264,'2022/06/01 16:19:56:706',5,23.264362,?
1265,'2022/06/01 16:19:56:736',5,23.37398,?
1266,'2022/06/01 16:19:56:772',5,23.361628,?
1267,'2022/06/01 16:19:56:793',5,23.410604,?
1268,'2022/06/01 16:19:56:841',5,23.368935,?
1269,'2022/06/01 16:19:56:862',5,23.270561,?
1270,'2022/06/01 16:19:56:888',5,23.372337,?
1271,'2022/06/01 16:19:56:923',5,23.489141,?
1272,'2022/06/01 16:19:56:956',5,23.41016,?
1273,'2022/06/01 16:19:56:992',5,23.375181,?
1274,'2022/06/01 16:19:57:043',5,23.356749,?
1275,'2022/06/01 16:19:57:065',5,23.341696,?
1276,'2022/06/01 16:19:57:106',5,23.208586,?
1277,'2022/06/01 16:19:57:128',5,23.187908,?
1278,'2022/06/01 16:19:57:173',5,23.318951,?
1279,'2022/06/01 16:19:57:195',5,23.350212,?
1280,'2022/06/01 16:19:57:244',5,23.357985,?
1281,'2022/06/01 16:19:57:267',5,23.357738,?
1282,'2022/06/01 16:19:57:290',5,23.344461,?
1283,'2022/06/01 16:19:57:322',5,23.247166,?
1284,'2022/06/01 16:19:57:354',5,23.178186,?
1285,'2022/06/01 16:19:57:408',5,23.211714,?
1286,'2022/06/01 16:19:57:441',5,23.405613,?
1287,'2022/06/01 16:19:57:473',5,23.378454,?
1288,'2022/06/01 16:19:57:495',5,23.295492,?
1289,'2022/06/01 16:19:57:539',5,23.248827,?
1290,'2022/06/01 16:19:57:562',5,23.21534,?
1291,'2022/06/01 16:19:57:608',5,23.010883,?
1292,'2022/06/01 16:19:57:630',5,22.931095,?
1293,'2022/06/01 16:19:57:656',5,22.93327,?
1294,'2022/06/01 16:19:57:691',5,22.95863,?
1295,'2022/06/01 16:19:57:723',5,23.049273,?
1296,'2022/06/01 16:19:57:781',5,23.059038,?
1297,'2022/06/01 16:19:57:803',5,23.047909,?
1298,'2022/06/01 16:19:57:839',5,23.259148,?
1299,'2022/06/01 16:19:57:874',5,23.019081,?
1300,'2022/06/01 16:19:57:896',5,22.691895,?
1301,'2022/06/01 16:19:57:940',5,22.139812,?
1302,'2022/06/01 16:19:57:963',5,21.985605,?
1303,'2022/06/01 16:19:58:009',5,22.053345,?
1304,'2022/06/01 16:19:58:030',5,21.836147,?
1305,'2022/06/01 16:19:58:058',5,21.730942,?
1306,'2022/06/01 16:19:58:091',5,21.707119,?
1307,'2022/06/01 16:19:58:140',5,21.58754,?
1308,'2022/06/01 16:19:58:174',5,21.699106,?
1309,'2022/06/01 16:19:58:207',5,21.653288,?
1310,'2022/06/01 16:19:58:240',5,21.404404,?
1311,'2022/06/01 16:19:58:275',5,21.341944,?
1312,'2022/06/01 16:19:58:297',5,21.451372,?
1313,'2022/06/01 16:19:58:340',5,21.423201,?
1314,'2022/06/01 16:19:58:362',5,21.268759,?
1315,'2022/06/01 16:19:58:406',5,21.433226,?
1316,'2022/06/01 16:19:58:428',5,21.338358,?
1317,'2022/06/01 16:19:58:457',5,21.356779,?
1318,'2022/06/01 16:19:58:507',5,21.335474,?
1319,'2022/06/01 16:19:58:539',5,21.318222,?
1320,'2022/06/01 16:19:58:574',5,21.345272,?
1321,'2022/06/01 16:19:58:607',5,21.308943,?
1322,'2022/06/01 16:19:58:640',5,21.248554,?
1323,'2022/06/01 16:19:58:674',5,21.214655,?
1324,'2022/06/01 16:19:58:698',5,21.189657,?
1325,'2022/06/01 16:19:58:745',5,21.158628,?
1326,'2022/06/01 16:19:58:768',5,21.306398,?
1327,'2022/06/01 16:19:58:811',5,21.250706,?
1328,'2022/06/01 16:19:58:843',5,21.308254,?
1329,'2022/06/01 16:19:58:874',5,21.344847,?
1330,'2022/06/01 16:19:58:907',5,21.445391,?
1331,'2022/06/01 16:19:58:941',5,21.41803,?
1332,'2022/06/01 16:19:58:974',5,21.493254,?
1333,'2022/06/01 16:19:59:006',5,21.819708,?
1334,'2022/06/01 16:19:59:040',5,22.153059,?
1335,'2022/06/01 16:19:59:074',5,22.215172,?
1336,'2022/06/01 16:19:59:096',5,22.164368,?
1337,'2022/06/01 16:19:59:140',5,22.252981,?
1338,'2022/06/01 16:19:59:163',5,22.25709,?
1339,'2022/06/01 16:19:59:208',5,22.218691,?
1340,'2022/06/01 16:19:59:244',5,22.22867,?
1341,'2022/06/01 16:19:59:276',5,22.14316,?
1342,'2022/06/01 16:19:59:307',5,22.433468,?
1343,'2022/06/01 16:19:59:342',5,22.260719,?
1344,'2022/06/01 16:19:59:375',5,22.037954,?
1345,'2022/06/01 16:19:59:406',5,22.161892,?
1346,'2022/06/01 16:19:59:440',5,21.897831,?
1347,'2022/06/01 16:19:59:476',5,21.719501,?
1348,'2022/06/01 16:19:59:498',5,21.576103,?
1349,'2022/06/01 16:19:59:539',5,21.755703,?
1350,'2022/06/01 16:19:59:561',5,22.197359,?
1351,'2022/06/01 16:19:59:624',5,22.362379,?
1352,'2022/06/01 16:19:59:647',5,22.391865,?
1353,'2022/06/01 16:19:59:674',5,22.469181,?
1354,'2022/06/01 16:19:59:707',5,22.574194,?
1355,'2022/06/01 16:19:59:739',5,22.553547,?
1356,'2022/06/01 16:19:59:773',5,22.441538,?
1357,'2022/06/01 16:19:59:807',5,22.23772,?
1358,'2022/06/01 16:19:59:841',5,22.414711,?
1359,'2022/06/01 16:19:59:877',5,22.193911,?
1360,'2022/06/01 16:19:59:898',5,21.97757,?
1361,'2022/06/01 16:19:59:941',5,22.105385,?
1362,'2022/06/01 16:19:59:976',5,22.002178,?
1363,'2022/06/01 16:20:00:034',5,22.215492,?
1364,'2022/06/01 16:20:00:067',5,22.092958,?
1365,'2022/06/01 16:20:00:100',5,22.163471,?
1366,'2022/06/01 16:20:00:124',5,22.304733,?
1367,'2022/06/01 16:20:00:150',5,22.342045,?
1368,'2022/06/01 16:20:00:184',5,22.323648,?
1369,'2022/06/01 16:20:00:217',5,22.283434,?
1370,'2022/06/01 16:20:00:247',5,22.458977,?
1371,'2022/06/01 16:20:00:277',5,22.854136,?
1372,'2022/06/01 16:20:00:303',5,22.989723,?
1373,'2022/06/01 16:20:00:342',5,22.964767,?
1374,'2022/06/01 16:20:00:396',5,23.232542,?
1375,'2022/06/01 16:20:00:418',5,23.246243,?
1376,'2022/06/01 16:20:00:440',5,23.197702,?
1377,'2022/06/01 16:20:00:475',5,23.272583,?
1378,'2022/06/01 16:20:00:508',5,23.250486,?
1379,'2022/06/01 16:20:00:545',5,23.251663,?
1380,'2022/06/01 16:20:00:575',5,23.211632,?
1381,'2022/06/01 16:20:00:610',5,23.048548,?
1382,'2022/06/01 16:20:00:632',5,23.133495,?
1383,'2022/06/01 16:20:00:678',5,23.253202,?
1384,'2022/06/01 16:20:00:699',5,23.154861,?
1385,'2022/06/01 16:20:00:759',5,23.245295,?
1386,'2022/06/01 16:20:00:781',5,23.124937,?
1387,'2022/06/01 16:20:00:808',5,23.089537,?
1388,'2022/06/01 16:20:00:842',5,23.067575,?
1389,'2022/06/01 16:20:00:875',5,22.986797,?
1390,'2022/06/01 16:20:00:909',5,23.079054,?
1391,'2022/06/01 16:20:00:944',5,23.013233,?
1392,'2022/06/01 16:20:00:975',5,22.812527,?
1393,'2022/06/01 16:20:01:008',5,22.965401,?
1394,'2022/06/01 16:20:01:047',5,23.049976,?
1395,'2022/06/01 16:20:01:078',5,23.242168,?
1396,'2022/06/01 16:20:01:126',5,23.329111,?
1397,'2022/06/01 16:20:01:147',5,23.291195,?
1398,'2022/06/01 16:20:01:176',5,23.12694,?
1399,'2022/06/01 16:20:01:211',5,23.458403,?
1400,'2022/06/01 16:20:01:243',5,23.415796,?
1401,'2022/06/01 16:20:01:276',5,23.35244,?
1402,'2022/06/01 16:20:01:309',5,23.069214,?
1403,'2022/06/01 16:20:01:342',5,22.852314,?
1404,'2022/06/01 16:20:01:376',5,23.027266,?
1405,'2022/06/01 16:20:01:409',5,22.879919,?
1406,'2022/06/01 16:20:01:443',5,23.035994,?
1407,'2022/06/01 16:20:01:494',5,22.843536,?
1408,'2022/06/01 16:20:01:517',5,22.69562,?
1409,'2022/06/01 16:20:01:560',5,22.963421,?
1410,'2022/06/01 16:20:01:582',5,23.087027,?
1411,'2022/06/01 16:20:01:609',5,23.015543,?
1412,'2022/06/01 16:20:01:642',5,22.879311,?
1413,'2022/06/01 16:20:01:674',5,22.836979,?
1414,'2022/06/01 16:20:01:709',5,22.921692,?
1415,'2022/06/01 16:20:01:743',5,22.799913,?
1416,'2022/06/01 16:20:01:776',5,22.634274,?
1417,'2022/06/01 16:20:01:818',5,22.764009,?
1418,'2022/06/01 16:20:01:865',5,22.741032,?
1419,'2022/06/01 16:20:01:888',5,22.646217,?
1420,'2022/06/01 16:20:01:927',5,22.773815,?
1421,'2022/06/01 16:20:01:953',5,22.712116,?
1422,'2022/06/01 16:20:01:984',5,22.582735,?
1423,'2022/06/01 16:20:02:007',5,22.580217,?
1424,'2022/06/01 16:20:02:040',5,22.656889,?
1425,'2022/06/01 16:20:02:074',5,22.599012,?
1426,'2022/06/01 16:20:02:109',5,22.671482,?
1427,'2022/06/01 16:20:02:143',5,22.63294,?
1428,'2022/06/01 16:20:02:176',5,22.713596,?
1429,'2022/06/01 16:20:02:229',5,22.780361,?
1430,'2022/06/01 16:20:02:252',5,22.807842,?
1431,'2022/06/01 16:20:02:295',5,22.929976,?
1432,'2022/06/01 16:20:02:317',5,22.840277,?
1433,'2022/06/01 16:20:02:361',5,22.901819,?
1434,'2022/06/01 16:20:02:384',5,23.023102,?
1435,'2022/06/01 16:20:02:409',5,22.971733,?
1436,'2022/06/01 16:20:02:445',5,22.943703,?
1437,'2022/06/01 16:20:02:475',5,22.936539,?
1438,'2022/06/01 16:20:02:509',5,22.930386,?
1439,'2022/06/01 16:20:02:542',5,22.929235,?
1440,'2022/06/01 16:20:02:598',5,23.075838,?
1441,'2022/06/01 16:20:02:620',5,23.166409,?
1442,'2022/06/01 16:20:02:658',5,23.196632,?
1443,'2022/06/01 16:20:02:695',5,23.329262,?
1444,'2022/06/01 16:20:02:718',5,23.347628,?
1445,'2022/06/01 16:20:02:762',5,23.507601,?
1446,'2022/06/01 16:20:02:784',5,23.567554,?
1447,'2022/06/01 16:20:02:809',5,23.64073,?
1448,'2022/06/01 16:20:02:843',5,23.68862,?
1449,'2022/06/01 16:20:02:878',5,23.826704,?
1450,'2022/06/01 16:20:02:911',5,23.823549,?
1451,'2022/06/01 16:20:02:960',5,23.789288,?
1452,'2022/06/01 16:20:02:994',5,23.88205,?
1453,'2022/06/01 16:20:03:015',5,23.890623,?
1454,'2022/06/01 16:20:03:062',5,23.75157,?
1455,'2022/06/01 16:20:03:085',5,23.882227,?
1456,'2022/06/01 16:20:03:128',5,23.873331,?
1457,'2022/06/01 16:20:03:150',5,24.0709,?
1458,'2022/06/01 16:20:03:177',5,24.51306,?
1459,'2022/06/01 16:20:03:211',5,24.720669,?
1460,'2022/06/01 16:20:03:244',5,24.918066,?
1461,'2022/06/01 16:20:03:278',5,25.180351,?
1462,'2022/06/01 16:20:03:328',5,25.061596,?
1463,'2022/06/01 16:20:03:360',5,25.242001,?
1464,'2022/06/01 16:20:03:393',5,25.325542,?
1465,'2022/06/01 16:20:03:428',5,25.277458,?
1466,'2022/06/01 16:20:03:452',5,25.433973,?
1467,'2022/06/01 16:20:03:495',5,25.503422,?
1468,'2022/06/01 16:20:03:517',5,25.681206,?
1469,'2022/06/01 16:20:03:543',5,25.689842,?
1470,'2022/06/01 16:20:03:579',5,25.394651,?
1471,'2022/06/01 16:20:03:611',5,25.305885,?
1472,'2022/06/01 16:20:03:644',5,25.371395,?
1473,'2022/06/01 16:20:03:694',5,25.202063,?
1474,'2022/06/01 16:20:03:730',5,25.387655,?
1475,'2022/06/01 16:20:03:754',5,25.19017,?
1476,'2022/06/01 16:20:03:794',5,25.128166,?
1477,'2022/06/01 16:20:03:818',5,25.017948,?
1478,'2022/06/01 16:20:03:862',5,25.149536,?
1479,'2022/06/01 16:20:03:883',5,25.000475,?
1480,'2022/06/01 16:20:03:927',5,24.677649,?
1481,'2022/06/01 16:20:03:950',5,24.553114,?
1482,'2022/06/01 16:20:03:977',5,24.404142,?
1483,'2022/06/01 16:20:04:011',5,24.113422,?
1484,'2022/06/01 16:20:04:062',5,23.98358,?
1485,'2022/06/01 16:20:04:094',5,24.000208,?
1486,'2022/06/01 16:20:04:129',5,23.73238,?
1487,'2022/06/01 16:20:04:161',5,23.465904,?
1488,'2022/06/01 16:20:04:195',5,23.383181,?
1489,'2022/06/01 16:20:04:217',5,23.077358,?
1490,'2022/06/01 16:20:04:266',5,23.134939,?
1491,'2022/06/01 16:20:04:289',5,22.860109,?
1492,'2022/06/01 16:20:04:327',5,22.545071,?
1493,'2022/06/01 16:20:04:349',5,22.073528,?
1494,'2022/06/01 16:20:04:377',5,21.977673,?
1495,'2022/06/01 16:20:04:428',5,22.025784,?
1496,'2022/06/01 16:20:04:462',5,21.989111,?
1497,'2022/06/01 16:20:04:493',5,21.939646,?
1498,'2022/06/01 16:20:04:527',5,22.13711,?
1499,'2022/06/01 16:20:04:560',5,22.246016,?
1500,'2022/06/01 16:20:04:595',5,22.227001,?
1501,'2022/06/01 16:20:04:617',5,22.23213,?
1502,'2022/06/01 16:20:04:664',5,22.471312,?
1503,'2022/06/01 16:20:04:901',5,21.802322,?
1504,'2022/06/01 16:20:04:926',5,21.934795,?
1505,'2022/06/01 16:20:04:961',5,21.95154,?
1506,'2022/06/01 16:20:04:996',5,21.593992,?
1507,'2022/06/01 16:20:05:018',5,21.51079,?
1508,'2022/06/01 16:20:05:062',5,21.21591,?
1509,'2022/06/01 16:20:05:085',5,21.201555,?
1510,'2022/06/01 16:20:05:135',5,21.30978,?
1511,'2022/06/01 16:20:05:166',5,21.226068,?
1512,'2022/06/01 16:20:05:194',5,21.327269,?
1513,'2022/06/01 16:20:05:228',5,20.862631,?
1514,'2022/06/01 16:20:05:261',5,21.067362,?
1515,'2022/06/01 16:20:05:295',5,21.196466,?
1516,'2022/06/01 16:20:05:328',5,20.839277,?
1517,'2022/06/01 16:20:05:364',5,21.049566,?
1518,'2022/06/01 16:20:05:387',5,20.957739,?
1519,'2022/06/01 16:20:05:431',5,21.059286,?
1520,'2022/06/01 16:20:05:454',5,21.087667,?
1521,'2022/06/01 16:20:05:496',5,20.972271,?
1522,'2022/06/01 16:20:05:518',5,20.969349,?
1523,'2022/06/01 16:20:05:562',5,21.082195,?
1524,'2022/06/01 16:20:05:594',5,20.878332,?
1525,'2022/06/01 16:20:05:629',5,21.130543,?
1526,'2022/06/01 16:20:05:661',5,21.294806,?
1527,'2022/06/01 16:20:05:695',5,21.120796,?
1528,'2022/06/01 16:20:05:729',5,21.420538,?
1529,'2022/06/01 16:20:05:752',5,21.27566,?
1530,'2022/06/01 16:20:05:795',5,21.271601,?
1531,'2022/06/01 16:20:05:818',5,21.15542,?
1532,'2022/06/01 16:20:05:864',5,21.143808,?
1533,'2022/06/01 16:20:05:886',5,21.33534,?
1534,'2022/06/01 16:20:05:928',5,21.236549,?
1535,'2022/06/01 16:20:05:962',5,21.563284,?
1536,'2022/06/01 16:20:05:997',5,21.324959,?
1537,'2022/06/01 16:20:06:029',5,21.443674,?
1538,'2022/06/01 16:20:06:063',5,21.675667,?
1539,'2022/06/01 16:20:06:096',5,21.353659,?
1540,'2022/06/01 16:20:06:129',5,21.332058,?
1541,'2022/06/01 16:20:06:164',5,21.280676,?
1542,'2022/06/01 16:20:06:187',5,21.35664,?
1543,'2022/06/01 16:20:06:231',5,21.486506,?
1544,'2022/06/01 16:20:06:254',5,21.377073,?
1545,'2022/06/01 16:20:06:311',5,21.332281,?
1546,'2022/06/01 16:20:06:334',5,21.470432,?
1547,'2022/06/01 16:20:06:362',5,21.410511,?
1548,'2022/06/01 16:20:06:395',5,21.524151,?
1549,'2022/06/01 16:20:06:430',5,21.157764,?
1550,'2022/06/01 16:20:06:462',5,21.342396,?
1551,'2022/06/01 16:20:06:506',5,21.045931,?
1552,'2022/06/01 16:20:06:538',5,21.099588,?
1553,'2022/06/01 16:20:06:561',5,21.292747,?
1554,'2022/06/01 16:20:06:597',5,21.011879,?
1555,'2022/06/01 16:20:06:618',5,21.396938,?
1556,'2022/06/01 16:20:06:681',5,21.271955,?
1557,'2022/06/01 16:20:06:704',5,21.237293,?
1558,'2022/06/01 16:20:06:729',5,21.294043,?
1559,'2022/06/01 16:20:06:763',5,21.371746,?
1560,'2022/06/01 16:20:06:795',5,21.310299,?
1561,'2022/06/01 16:20:06:830',5,21.417131,?
1562,'2022/06/01 16:20:06:865',5,21.297045,?
1563,'2022/06/01 16:20:06:893',5,21.309858,?
1564,'2022/06/01 16:20:06:930',5,21.481596,?
1565,'2022/06/01 16:20:06:954',5,21.299026,?
1566,'2022/06/01 16:20:06:998',5,21.545582,?
1567,'2022/06/01 16:20:07:048',5,21.487417,?
1568,'2022/06/01 16:20:07:071',5,21.644369,?
1569,'2022/06/01 16:20:07:113',5,21.192497,?
1570,'2022/06/01 16:20:07:137',5,21.46718,?
1571,'2022/06/01 16:20:07:160',5,21.701483,?
1572,'2022/06/01 16:20:07:204',5,21.554413,?
1573,'2022/06/01 16:20:07:226',5,21.613171,?
1574,'2022/06/01 16:20:07:264',5,21.594309,?
1575,'2022/06/01 16:20:07:297',5,21.387896,?
1576,'2022/06/01 16:20:07:329',5,21.509413,?
1577,'2022/06/01 16:20:07:352',5,21.394234,?
1578,'2022/06/01 16:20:07:415',5,21.404545,?
1579,'2022/06/01 16:20:07:438',5,21.546085,?
1580,'2022/06/01 16:20:07:484',5,21.503319,?
1581,'2022/06/01 16:20:07:508',5,21.182123,?
1582,'2022/06/01 16:20:07:531',5,21.221716,?
1583,'2022/06/01 16:20:07:562',5,21.014725,?
1584,'2022/06/01 16:20:07:595',5,21.548042,?
1585,'2022/06/01 16:20:07:633',5,21.298437,?
1586,'2022/06/01 16:20:07:665',5,21.17808,?
1587,'2022/06/01 16:20:07:696',5,20.977934,?
1588,'2022/06/01 16:20:07:731',5,21.296051,?
1589,'2022/06/01 16:20:07:781',5,21.637701,?
1590,'2022/06/01 16:20:07:805',5,21.333265,?
1591,'2022/06/01 16:20:07:848',5,21.6073,?
1592,'2022/06/01 16:20:07:869',5,21.0121,?
1593,'2022/06/01 16:20:07:898',5,21.285666,?
1594,'2022/06/01 16:20:07:929',5,21.008183,?
1595,'2022/06/01 16:20:07:967',5,21.097832,?
1596,'2022/06/01 16:20:08:004',5,21.232685,?
1597,'2022/06/01 16:20:08:034',5,21.156284,?
1598,'2022/06/01 16:20:08:061',5,21.427502,?
1599,'2022/06/01 16:20:08:098',5,21.248404,?
1600,'2022/06/01 16:20:08:149',5,21.315369,?
1601,'2022/06/01 16:20:08:172',5,21.211029,?
1602,'2022/06/01 16:20:08:214',5,21.204792,?
1603,'2022/06/01 16:20:08:237',5,21.195274,?
1604,'2022/06/01 16:20:08:272',5,21.60355,?
1605,'2022/06/01 16:20:08:315',5,21.437756,?
1606,'2022/06/01 16:20:08:338',5,21.369719,?
1607,'2022/06/01 16:20:08:362',5,21.336203,?
1608,'2022/06/01 16:20:08:397',5,21.030563,?
1609,'2022/06/01 16:20:08:431',5,21.112038,?
1610,'2022/06/01 16:20:08:463',5,21.249887,?
1611,'2022/06/01 16:20:08:516',5,21.057529,?
1612,'2022/06/01 16:20:08:539',5,21.235687,?
1613,'2022/06/01 16:20:08:582',5,21.027561,?
1614,'2022/06/01 16:20:08:604',5,21.228613,?
1615,'2022/06/01 16:20:08:648',5,22.138035,?
1616,'2022/06/01 16:20:08:671',5,21.865513,?
1617,'2022/06/01 16:20:08:696',5,21.209835,?
1618,'2022/06/01 16:20:08:730',5,21.354397,?
1619,'2022/06/01 16:20:08:765',5,21.214334,?
1620,'2022/06/01 16:20:08:798',5,21.314207,?
1621,'2022/06/01 16:20:08:830',5,21.313753,?
1622,'2022/06/01 16:20:08:881',5,21.189957,?
1623,'2022/06/01 16:20:08:914',5,21.188932,?
1624,'2022/06/01 16:20:08:947',5,20.859241,?
1625,'2022/06/01 16:20:08:970',5,21.015574,?
1626,'2022/06/01 16:20:09:016',5,21.20347,?
1627,'2022/06/01 16:20:09:039',5,21.199183,?
1628,'2022/06/01 16:20:09:081',5,21.387901,?
1629,'2022/06/01 16:20:09:105',5,21.333242,?
1630,'2022/06/01 16:20:09:129',5,21.389339,?
1631,'2022/06/01 16:20:09:168',5,21.58353,?
1632,'2022/06/01 16:20:09:201',5,21.436005,?
